id,created_at,updated_at,name,quantity,price,order
28,2023-11-03 07:25:34,2023-11-03 07:25:34,Rinnai Sparepart Burner Head Tornado Kompor Seri 5/6/7,1,87100,28
29,2023-11-03 07:25:34,2023-11-03 07:25:34,Rinnai Kompor Gas 1 Tungku RI 301S / 301S,1,220900,29
30,2023-11-03 07:25:34,2023-11-03 07:25:34,Rinnai Kompor Gas 2 Tungku RI 2 RSP / 2 RSP,1,1859300,30
31,2023-11-03 07:25:34,2023-11-03 07:25:34,Xiaomi TV A2 43 [FHD] Smart HD Dolby Audio� Android TV� Google Play Netflix Disney+,1,2790000,31
32,2023-11-03 07:25:34,2023-11-03 07:25:34,Xiaomi Redmi Buds 4 Active - Bluetooth® 5.3 IPX4 Baterai Hingga 28 Jam Koneksi Mudah,1,249000,32
33,2023-11-03 07:25:33,2023-11-03 07:25:33,Xiaomi POCO X5 Pro 5G (6GB/128GB) | (8GB/256GB) Snapdragon 778G 5G 120Hz AMOLED 67W 108MP NFC,1,3819000,33
34,2023-11-03 07:25:33,2023-11-03 07:25:33,"Xiaomi TV Box S (2nd Gen) 4K Ultra HD Streaming Media Player, Google TV Box with 2GB RAM 8GB ROM, 2.4G/5G Dual WiFi, Bluetooth 5.2 & Dolby Audio and DTS-HD, Dolby Vision, HDR10+",1,1044802,34
35,2023-11-03 07:25:33,2023-11-03 07:25:33,"Xiaomi POCO M5 (4/64GB) | (4/128GB) Helio G99 50MP AI Triple Kamera Layar 90Hz FHD+ 6,58” 5000mAh NFC",1,1599000,35
36,2023-11-03 07:25:33,2023-11-03 07:25:33,BARDI Smart Indoor PTZ IP Camera CCTV Wifi IoT Home Automation + Micro SD,1,108000,36
37,2023-11-03 07:25:33,2023-11-03 07:25:33,BARDI Smart LIGHT BULB RGBWW 12W Wifi Wireless IoT - Home Automation (Lampu Tidur Kekinian),1,120000,37
38,2023-11-03 07:25:33,2023-11-03 07:25:33,BARDI Smart UNIVERSAL IR REMOTE 12M Wifi Wireless IoT For Home Automation,1,135000,38
39,2023-11-03 07:25:33,2023-11-03 07:25:33,BARDI Bundling Smart IP Camera CCTV Outdoor PTZ + Micro SD,1,15000,39
40,2023-11-03 07:25:33,2023-11-03 07:25:33,BARDI Dual Smart Plug,1,230000,40
41,2023-11-03 07:25:33,2023-11-03 07:25:33,Chino Pants Erigo,1,129000,41
42,2023-11-03 07:25:32,2023-11-03 07:25:32,Erigo Coach Jacket Fujinkai Black Unisex,1,155000,42
43,2023-11-03 07:25:32,2023-11-03 07:25:32,Erigo T-Shirt Kuina Navy Unisex,1,250000,43
44,2023-11-03 07:25:32,2023-11-03 07:25:32,Erigo Chino Pants Beryl Emerald Unisex,1,149000,44
45,2023-11-03 07:25:32,2023-11-03 07:25:32,Erigo Jogger Pants Jessie Black,1,149000,45
46,2023-11-03 07:25:32,2023-11-03 07:25:32,ROBOT - Mousepad Anti Slip RP05 Gaming Polos Hitam Murah Rubber Original,1,14900,46
47,2023-11-03 07:25:32,2023-11-03 07:25:32,Mouse Wireless ROBOT M205 2.4G 1600DPI Receiver USB untuk PC Laptop-Garansi Resmi 1 Tahun,1,89900,47
48,2023-11-03 07:25:32,2023-11-03 07:25:32,ROBOT Portable Mini Wireless Set Combo Keyboard and Mouse KM3100 Original Garansi 1 Tahun,1,151900,48
49,2023-11-03 07:25:32,2023-11-03 07:25:32,Robot TWS Wireless Earphone Airbuds T30 PLUS Original BT 5.3 Original Garansi 1 Tahun,1,134900,49
50,2023-11-03 07:25:32,2023-11-03 07:25:32,ROBOT Stand Holder Laptop Portable Lipat Anti Slip Kompatibel dengan Semua Jenis Laptop dan Tablet RT-LS03 Original,1,45900,50
51,2023-11-03 07:25:31,2023-11-03 07:25:31,SanDisk CZ50 Cruzer Blade USB 2.0 - 8 GB,1,38500,51
52,2023-11-03 07:25:31,2023-11-03 07:25:31,SanDisk Max Endurance 128GB 100MB/s MicroSDXC - 4K Ultra HD,1,541500,52
53,2023-11-03 07:25:31,2023-11-03 07:25:31,SanDisk SSD PLUS Solid 240GB SPEED UP/TO 530MB/S,1,541500,53
54,2023-11-03 07:25:31,2023-11-03 07:25:31,SANDISK FLASHDISK 128GB / USB FLASH 128GB / SANDISK BLADE CZ50 128GB,1,124500,54
55,2023-11-03 07:25:31,2023-11-03 07:25:31,Sandisk Ultra Micro SDXC UHS I A1 140Mbps 128GB Micro Sd Card Class 10 - QUAB,1,178000,55
56,2023-11-03 07:25:31,2023-11-03 07:25:31,TEAMGROUP SSD M2 SATA 2280 MS30 2TB ( 2000GB ),1,3020000,56
57,2023-11-03 07:25:31,2023-11-03 07:25:31,TEAMGROUP SSD 2.5 CX2 Series 256GB Sata3,1,285000,57
58,2023-11-03 07:25:30,2023-11-03 07:25:30,TEAMGROUP SSD 2.5 GX2 128GB Grey,1,220000,58
59,2023-11-03 07:25:30,2023-11-03 07:25:30,Teamgroup Elite Plus Memory DDR4 4GB PC 2666Mhz ( 21300 ) Black,1,240000,59
60,2023-11-03 07:25:30,2023-11-03 07:25:30,Teamgroup SSD TEAM MP33 256GB M.2 NVMe (1800MB/s),1,297000,60
61,2023-11-03 07:25:30,2023-11-03 07:25:30,GM Bear Panci Listrik Fry Pan Electric (2in1) 1692 - Panci Penggorengan Keramik Elektrik Free Steamer,1,99000,61
62,2023-11-03 07:25:30,2023-11-03 07:25:30,GM Bear Spatula Set isi 6psc 1073 - Utensil Spatula Sutil Set,1,26010,62
63,2023-11-03 07:25:30,2023-11-03 07:25:30,GM Bear Wajan 16cm 1072 - Fry Pan Penggorengan Mini,1,34900,63
64,2023-11-03 07:25:30,2023-11-03 07:25:30,GM Bear Organizer Rak Multifungsi P0177 - Organizer Storage Shelves Space Efficient Drawer,1,124500,64
65,2023-11-03 07:25:30,2023-11-03 07:25:30,GM Bear Alat Pemanggang Daging Hotpot Elektrik (2 in 1) 1247 - Denki BBQ Grill Pan Steamboat Electric,1,34900,65
66,2023-11-03 07:25:30,2023-11-03 07:25:30,Rinnai Kompor Gas 3 Tungku RI 524 E,1,874700,66
67,2023-11-03 07:25:30,2023-11-03 07:25:30,Rinnai Kompor Gas 1 Tungku RI TL 289 / TL289,1,696000,67
68,2023-11-03 07:25:30,2023-11-03 07:25:30,Rinnai Sparepart Burner Head Tornado Kompor Seri 5/6/7,1,87100,68
69,2023-11-03 07:25:30,2023-11-03 07:25:30,Rinnai Kompor Gas 1 Tungku RI 301S / 301S,1,220900,69
70,2023-11-03 07:25:30,2023-11-03 07:25:30,Rinnai Kompor Gas 2 Tungku RI 2 RSP / 2 RSP,1,1859300,70
71,2023-11-03 07:25:30,2023-11-03 07:25:30,Xiaomi TV A2 43 [FHD] Smart HD Dolby Audio� Android TV� Google Play Netflix Disney+,1,2790000,71
72,2023-11-03 07:25:30,2023-11-03 07:25:30,Xiaomi Redmi Buds 4 Active - Bluetooth® 5.3 IPX4 Baterai Hingga 28 Jam Koneksi Mudah,1,249000,72
73,2023-11-03 07:25:29,2023-11-03 07:25:29,Xiaomi POCO X5 Pro 5G (6GB/128GB) | (8GB/256GB) Snapdragon 778G 5G 120Hz AMOLED 67W 108MP NFC,1,3819000,73
74,2023-11-03 07:25:29,2023-11-03 07:25:29,"Xiaomi TV Box S (2nd Gen) 4K Ultra HD Streaming Media Player, Google TV Box with 2GB RAM 8GB ROM, 2.4G/5G Dual WiFi, Bluetooth 5.2 & Dolby Audio and DTS-HD, Dolby Vision, HDR10+",1,1044802,74
75,2023-11-03 07:25:29,2023-11-03 07:25:29,"Xiaomi POCO M5 (4/64GB) | (4/128GB) Helio G99 50MP AI Triple Kamera Layar 90Hz FHD+ 6,58” 5000mAh NFC",1,1599000,75
76,2023-11-03 07:25:29,2023-11-03 07:25:29,BARDI Smart Indoor PTZ IP Camera CCTV Wifi IoT Home Automation + Micro SD,1,108000,76
77,2023-11-03 07:25:29,2023-11-03 07:25:29,BARDI Smart LIGHT BULB RGBWW 12W Wifi Wireless IoT - Home Automation (Lampu Tidur Kekinian),1,120000,77
78,2023-11-03 07:25:29,2023-11-03 07:25:29,BARDI Smart UNIVERSAL IR REMOTE 12M Wifi Wireless IoT For Home Automation,1,135000,78
79,2023-11-03 07:25:29,2023-11-03 07:25:29,BARDI Bundling Smart IP Camera CCTV Outdoor PTZ + Micro SD,1,15000,79
80,2023-11-03 07:25:29,2023-11-03 07:25:29,BARDI Dual Smart Plug,1,230000,80
81,2023-11-03 07:25:29,2023-11-03 07:25:29,Chino Pants Erigo,1,129000,81
82,2023-11-03 07:25:29,2023-11-03 07:25:29,Erigo Coach Jacket Fujinkai Black Unisex,1,155000,82
83,2023-11-03 07:25:29,2023-11-03 07:25:29,Erigo T-Shirt Kuina Navy Unisex,1,250000,83
84,2023-11-03 07:25:29,2023-11-03 07:25:29,Erigo Chino Pants Beryl Emerald Unisex,1,149000,84
85,2023-11-03 07:25:29,2023-11-03 07:25:29,Erigo Jogger Pants Jessie Black,1,149000,85
86,2023-11-03 07:25:29,2023-11-03 07:25:29,ROBOT - Mousepad Anti Slip RP05 Gaming Polos Hitam Murah Rubber Original,1,14900,86
87,2023-11-03 07:25:29,2023-11-03 07:25:29,Mouse Wireless ROBOT M205 2.4G 1600DPI Receiver USB untuk PC Laptop-Garansi Resmi 1 Tahun,1,89900,87
88,2023-11-03 07:25:29,2023-11-03 07:25:29,ROBOT Portable Mini Wireless Set Combo Keyboard and Mouse KM3100 Original Garansi 1 Tahun,1,151900,88
89,2023-11-03 07:25:29,2023-11-03 07:25:29,Robot TWS Wireless Earphone Airbuds T30 PLUS Original BT 5.3 Original Garansi 1 Tahun,1,134900,89
90,2023-11-03 07:25:29,2023-11-03 07:25:29,ROBOT Stand Holder Laptop Portable Lipat Anti Slip Kompatibel dengan Semua Jenis Laptop dan Tablet RT-LS03 Original,1,45900,90
91,2023-11-03 07:25:29,2023-11-03 07:25:29,SanDisk CZ50 Cruzer Blade USB 2.0 - 8 GB,1,38500,91
92,2023-11-03 07:25:29,2023-11-03 07:25:29,SanDisk Max Endurance 128GB 100MB/s MicroSDXC - 4K Ultra HD,1,541500,92
93,2023-11-03 07:25:29,2023-11-03 07:25:29,SanDisk SSD PLUS Solid 240GB SPEED UP/TO 530MB/S,1,541500,93
94,2023-11-03 07:25:29,2023-11-03 07:25:29,SANDISK FLASHDISK 128GB / USB FLASH 128GB / SANDISK BLADE CZ50 128GB,1,124500,94
95,2023-11-03 07:25:28,2023-11-03 07:25:28,Sandisk Ultra Micro SDXC UHS I A1 140Mbps 128GB Micro Sd Card Class 10 - QUAB,1,178000,95
96,2023-11-03 07:25:28,2023-11-03 07:25:28,TEAMGROUP SSD M2 SATA 2280 MS30 2TB ( 2000GB ),1,3020000,96
97,2023-11-03 07:25:28,2023-11-03 07:25:28,TEAMGROUP SSD 2.5 CX2 Series 256GB Sata3,1,285000,97
98,2023-11-03 07:25:28,2023-11-03 07:25:28,TEAMGROUP SSD 2.5 GX2 128GB Grey,1,220000,98
99,2023-11-03 07:25:28,2023-11-03 07:25:28,Teamgroup Elite Plus Memory DDR4 4GB PC 2666Mhz ( 21300 ) Black,1,240000,99
100,2023-11-03 07:25:28,2023-11-03 07:25:28,Teamgroup SSD TEAM MP33 256GB M.2 NVMe (1800MB/s),1,297000,100
101,2023-11-03 07:25:28,2023-11-03 07:25:28,GM Bear Panci Listrik Fry Pan Electric (2in1) 1692 - Panci Penggorengan Keramik Elektrik Free Steamer,1,99000,101
102,2023-11-03 07:25:28,2023-11-03 07:25:28,GM Bear Spatula Set isi 6psc 1073 - Utensil Spatula Sutil Set,1,26010,102
103,2023-11-03 07:25:28,2023-11-03 07:25:28,GM Bear Wajan 16cm 1072 - Fry Pan Penggorengan Mini,1,34900,103
104,2023-11-03 07:25:28,2023-11-03 07:25:28,GM Bear Organizer Rak Multifungsi P0177 - Organizer Storage Shelves Space Efficient Drawer,1,124500,104
105,2023-11-03 07:25:28,2023-11-03 07:25:28,GM Bear Alat Pemanggang Daging Hotpot Elektrik (2 in 1) 1247 - Denki BBQ Grill Pan Steamboat Electric,1,34900,105
106,2023-11-03 07:25:28,2023-11-03 07:25:28,Rinnai Kompor Gas 3 Tungku RI 524 E,1,874700,106
107,2023-11-03 07:25:28,2023-11-03 07:25:28,Rinnai Kompor Gas 1 Tungku RI TL 289 / TL289,1,696000,107
108,2023-11-03 07:25:28,2023-11-03 07:25:28,Rinnai Sparepart Burner Head Tornado Kompor Seri 5/6/7,1,87100,108
109,2023-11-03 07:25:28,2023-11-03 07:25:28,Rinnai Kompor Gas 1 Tungku RI 301S / 301S,1,220900,109
110,2023-11-03 07:25:27,2023-11-03 07:25:27,Rinnai Kompor Gas 2 Tungku RI 2 RSP / 2 RSP,1,1859300,110
111,2023-11-03 07:25:27,2023-11-03 07:25:27,Xiaomi TV A2 43 [FHD] Smart HD Dolby Audio� Android TV� Google Play Netflix Disney+,1,2790000,111
112,2023-11-03 07:25:27,2023-11-03 07:25:27,Xiaomi Redmi Buds 4 Active - Bluetooth® 5.3 IPX4 Baterai Hingga 28 Jam Koneksi Mudah,1,249000,112
113,2023-11-03 07:25:27,2023-11-03 07:25:27,Xiaomi POCO X5 Pro 5G (6GB/128GB) | (8GB/256GB) Snapdragon 778G 5G 120Hz AMOLED 67W 108MP NFC,1,3819000,113
114,2023-11-03 07:25:27,2023-11-03 07:25:27,"Xiaomi TV Box S (2nd Gen) 4K Ultra HD Streaming Media Player, Google TV Box with 2GB RAM 8GB ROM, 2.4G/5G Dual WiFi, Bluetooth 5.2 & Dolby Audio and DTS-HD, Dolby Vision, HDR10+",1,1044802,114
115,2023-11-03 07:25:27,2023-11-03 07:25:27,"Xiaomi POCO M5 (4/64GB) | (4/128GB) Helio G99 50MP AI Triple Kamera Layar 90Hz FHD+ 6,58” 5000mAh NFC",1,1599000,115
116,2023-11-03 07:25:27,2023-11-03 07:25:27,BARDI Smart Indoor PTZ IP Camera CCTV Wifi IoT Home Automation + Micro SD,1,108000,116
117,2023-11-03 07:25:27,2023-11-03 07:25:27,BARDI Smart LIGHT BULB RGBWW 12W Wifi Wireless IoT - Home Automation (Lampu Tidur Kekinian),1,120000,117
118,2023-11-03 07:25:27,2023-11-03 07:25:27,BARDI Smart UNIVERSAL IR REMOTE 12M Wifi Wireless IoT For Home Automation,1,135000,118
119,2023-11-03 07:25:27,2023-11-03 07:25:27,BARDI Bundling Smart IP Camera CCTV Outdoor PTZ + Micro SD,1,15000,119
120,2023-11-03 07:25:27,2023-11-03 07:25:27,BARDI Dual Smart Plug,1,230000,120
121,2023-11-03 07:25:27,2023-11-03 07:25:27,Chino Pants Erigo,1,129000,121
122,2023-11-03 07:25:27,2023-11-03 07:25:27,Erigo Coach Jacket Fujinkai Black Unisex,1,155000,122
123,2023-11-03 07:25:26,2023-11-03 07:25:26,Erigo T-Shirt Kuina Navy Unisex,1,250000,123
124,2023-11-03 07:25:26,2023-11-03 07:25:26,Erigo Chino Pants Beryl Emerald Unisex,1,149000,124
125,2023-11-03 07:25:26,2023-11-03 07:25:26,Erigo Jogger Pants Jessie Black,1,149000,125
126,2023-11-03 07:25:26,2023-11-03 07:25:26,ROBOT - Mousepad Anti Slip RP05 Gaming Polos Hitam Murah Rubber Original,1,14900,126
127,2023-11-03 07:25:26,2023-11-03 07:25:26,Mouse Wireless ROBOT M205 2.4G 1600DPI Receiver USB untuk PC Laptop-Garansi Resmi 1 Tahun,1,89900,127
128,2023-11-03 07:25:26,2023-11-03 07:25:26,ROBOT Portable Mini Wireless Set Combo Keyboard and Mouse KM3100 Original Garansi 1 Tahun,1,151900,128
129,2023-11-03 07:25:26,2023-11-03 07:25:26,Robot TWS Wireless Earphone Airbuds T30 PLUS Original BT 5.3 Original Garansi 1 Tahun,1,134900,129
130,2023-11-03 07:25:26,2023-11-03 07:25:26,ROBOT Stand Holder Laptop Portable Lipat Anti Slip Kompatibel dengan Semua Jenis Laptop dan Tablet RT-LS03 Original,1,45900,130
131,2023-11-03 07:25:26,2023-11-03 07:25:26,SanDisk CZ50 Cruzer Blade USB 2.0 - 8 GB,1,38500,131
132,2023-11-03 07:25:26,2023-11-03 07:25:26,SanDisk Max Endurance 128GB 100MB/s MicroSDXC - 4K Ultra HD,1,541500,132
133,2023-11-03 07:25:26,2023-11-03 07:25:26,SanDisk SSD PLUS Solid 240GB SPEED UP/TO 530MB/S,1,541500,133
134,2023-11-03 07:25:25,2023-11-03 07:25:25,SANDISK FLASHDISK 128GB / USB FLASH 128GB / SANDISK BLADE CZ50 128GB,1,124500,134
135,2023-11-03 07:25:25,2023-11-03 07:25:25,Sandisk Ultra Micro SDXC UHS I A1 140Mbps 128GB Micro Sd Card Class 10 - QUAB,1,178000,135
136,2023-11-03 07:25:25,2023-11-03 07:25:25,TEAMGROUP SSD M2 SATA 2280 MS30 2TB ( 2000GB ),1,3020000,136
137,2023-11-03 07:25:25,2023-11-03 07:25:25,TEAMGROUP SSD 2.5 CX2 Series 256GB Sata3,1,285000,137
138,2023-11-03 07:25:25,2023-11-03 07:25:25,TEAMGROUP SSD 2.5 GX2 128GB Grey,1,220000,138
139,2023-11-03 07:25:25,2023-11-03 07:25:25,Teamgroup Elite Plus Memory DDR4 4GB PC 2666Mhz ( 21300 ) Black,1,240000,139
140,2023-11-03 07:25:25,2023-11-03 07:25:25,Teamgroup SSD TEAM MP33 256GB M.2 NVMe (1800MB/s),1,297000,140
141,2023-11-03 07:25:25,2023-11-03 07:25:25,GM Bear Panci Listrik Fry Pan Electric (2in1) 1692 - Panci Penggorengan Keramik Elektrik Free Steamer,1,99000,141
142,2023-11-03 07:25:25,2023-11-03 07:25:25,GM Bear Spatula Set isi 6psc 1073 - Utensil Spatula Sutil Set,1,26010,142
143,2023-11-03 07:25:25,2023-11-03 07:25:25,GM Bear Wajan 16cm 1072 - Fry Pan Penggorengan Mini,1,34900,143
144,2023-11-03 07:25:24,2023-11-03 07:25:24,GM Bear Organizer Rak Multifungsi P0177 - Organizer Storage Shelves Space Efficient Drawer,1,124500,144
145,2023-11-03 07:25:23,2023-11-03 07:25:23,GM Bear Alat Pemanggang Daging Hotpot Elektrik (2 in 1) 1247 - Denki BBQ Grill Pan Steamboat Electric,1,34900,145
146,2023-11-03 07:25:23,2023-11-03 07:25:23,Rinnai Kompor Gas 3 Tungku RI 524 E,1,874700,146
147,2023-11-03 07:25:23,2023-11-03 07:25:23,Rinnai Kompor Gas 1 Tungku RI TL 289 / TL289,1,696000,147
148,2023-11-03 07:25:23,2023-11-03 07:25:23,Rinnai Sparepart Burner Head Tornado Kompor Seri 5/6/7,1,87100,148
149,2023-11-03 07:25:23,2023-11-03 07:25:23,Rinnai Kompor Gas 1 Tungku RI 301S / 301S,1,220900,149
150,2023-11-03 07:25:23,2023-11-03 07:25:23,Rinnai Kompor Gas 2 Tungku RI 2 RSP / 2 RSP,1,1859300,150
151,2023-11-03 07:25:23,2023-11-03 07:25:23,Xiaomi TV A2 43 [FHD] Smart HD Dolby Audio� Android TV� Google Play Netflix Disney+,1,2790000,151
152,2023-11-03 07:25:23,2023-11-03 07:25:23,Xiaomi Redmi Buds 4 Active - Bluetooth® 5.3 IPX4 Baterai Hingga 28 Jam Koneksi Mudah,1,249000,152
153,2023-11-03 07:25:23,2023-11-03 07:25:23,Xiaomi POCO X5 Pro 5G (6GB/128GB) | (8GB/256GB) Snapdragon 778G 5G 120Hz AMOLED 67W 108MP NFC,1,3819000,153
154,2023-11-03 07:25:23,2023-11-03 07:25:23,"Xiaomi TV Box S (2nd Gen) 4K Ultra HD Streaming Media Player, Google TV Box with 2GB RAM 8GB ROM, 2.4G/5G Dual WiFi, Bluetooth 5.2 & Dolby Audio and DTS-HD, Dolby Vision, HDR10+",1,1044802,154
155,2023-11-03 07:25:23,2023-11-03 07:25:23,"Xiaomi POCO M5 (4/64GB) | (4/128GB) Helio G99 50MP AI Triple Kamera Layar 90Hz FHD+ 6,58” 5000mAh NFC",1,1599000,155
156,2023-11-03 07:25:23,2023-11-03 07:25:23,BARDI Smart Indoor PTZ IP Camera CCTV Wifi IoT Home Automation + Micro SD,1,108000,156
157,2023-11-03 07:25:22,2023-11-03 07:25:22,BARDI Smart LIGHT BULB RGBWW 12W Wifi Wireless IoT - Home Automation (Lampu Tidur Kekinian),1,120000,157
158,2023-11-03 07:25:22,2023-11-03 07:25:22,BARDI Smart UNIVERSAL IR REMOTE 12M Wifi Wireless IoT For Home Automation,1,135000,158
159,2023-11-03 07:25:22,2023-11-03 07:25:22,BARDI Bundling Smart IP Camera CCTV Outdoor PTZ + Micro SD,1,15000,159
160,2023-11-03 07:25:22,2023-11-03 07:25:22,BARDI Dual Smart Plug,1,230000,160
161,2023-11-03 07:25:22,2023-11-03 07:25:22,Chino Pants Erigo,1,129000,161
162,2023-11-03 07:25:22,2023-11-03 07:25:22,Erigo Coach Jacket Fujinkai Black Unisex,1,155000,162
163,2023-11-03 07:25:21,2023-11-03 07:25:21,Erigo T-Shirt Kuina Navy Unisex,1,250000,163
164,2023-11-03 07:25:21,2023-11-03 07:25:21,Erigo Chino Pants Beryl Emerald Unisex,1,149000,164
165,2023-11-03 07:25:21,2023-11-03 07:25:21,Erigo Jogger Pants Jessie Black,1,149000,165
166,2023-11-03 07:25:21,2023-11-03 07:25:21,ROBOT - Mousepad Anti Slip RP05 Gaming Polos Hitam Murah Rubber Original,1,14900,166
167,2023-11-03 07:25:21,2023-11-03 07:25:21,Mouse Wireless ROBOT M205 2.4G 1600DPI Receiver USB untuk PC Laptop-Garansi Resmi 1 Tahun,1,89900,167
168,2023-11-03 07:25:21,2023-11-03 07:25:21,ROBOT Portable Mini Wireless Set Combo Keyboard and Mouse KM3100 Original Garansi 1 Tahun,1,151900,168
169,2023-11-03 07:25:21,2023-11-03 07:25:21,Robot TWS Wireless Earphone Airbuds T30 PLUS Original BT 5.3 Original Garansi 1 Tahun,1,134900,169
170,2023-11-03 07:25:21,2023-11-03 07:25:21,ROBOT Stand Holder Laptop Portable Lipat Anti Slip Kompatibel dengan Semua Jenis Laptop dan Tablet RT-LS03 Original,1,45900,170
171,2023-11-03 07:25:21,2023-11-03 07:25:21,SanDisk CZ50 Cruzer Blade USB 2.0 - 8 GB,1,38500,171
172,2023-11-03 07:25:20,2023-11-03 07:25:20,SanDisk Max Endurance 128GB 100MB/s MicroSDXC - 4K Ultra HD,1,541500,172
173,2023-11-03 07:25:20,2023-11-03 07:25:20,SanDisk SSD PLUS Solid 240GB SPEED UP/TO 530MB/S,1,541500,173
174,2023-11-03 07:25:20,2023-11-03 07:25:20,SANDISK FLASHDISK 128GB / USB FLASH 128GB / SANDISK BLADE CZ50 128GB,1,124500,174
175,2023-11-03 07:25:20,2023-11-03 07:25:20,Sandisk Ultra Micro SDXC UHS I A1 140Mbps 128GB Micro Sd Card Class 10 - QUAB,1,178000,175
176,2023-11-03 07:25:20,2023-11-03 07:25:20,TEAMGROUP SSD M2 SATA 2280 MS30 2TB ( 2000GB ),1,3020000,176
177,2023-11-03 07:25:20,2023-11-03 07:25:20,TEAMGROUP SSD 2.5 CX2 Series 256GB Sata3,1,285000,177
178,2023-11-03 07:25:19,2023-11-03 07:25:19,TEAMGROUP SSD 2.5 GX2 128GB Grey,1,220000,178
179,2023-11-03 07:25:19,2023-11-03 07:25:19,Teamgroup Elite Plus Memory DDR4 4GB PC 2666Mhz ( 21300 ) Black,1,240000,179
180,2023-11-03 07:25:19,2023-11-03 07:25:19,Teamgroup SSD TEAM MP33 256GB M.2 NVMe (1800MB/s),1,297000,180
181,2023-11-03 07:25:19,2023-11-03 07:25:19,GM Bear Panci Listrik Fry Pan Electric (2in1) 1692 - Panci Penggorengan Keramik Elektrik Free Steamer,1,99000,181
