id,created_at,updated_at,name,quantity,price,order
53,2023-11-03 07:25:31,2023-11-15 11:13:58,SANDISK SSD PLUS Solid 240GB SPEED UP/TO 530MB/S,1,541500,53
52,2023-11-03 07:25:31,2023-11-15 11:13:58,SANDISK Max Endurance 128GB 100MB/s MicroSDXC - 4K Ultra HD,1,541500,52
51,2023-11-03 07:25:31,2023-11-15 11:13:58,SANDISK CZ50 Cruzer Blade USB 2.0 - 8 GB,1,38500,51
72,2023-11-03 07:25:30,2023-11-15 11:14:00,Xiaomi Redmi Buds 4 Active - Bluetooth® 5.3 IPX4 Baterai Hingga 28 Jam Koneksi Mudah,1,249000,72
71,2023-11-03 07:25:30,2023-11-15 11:14:00,Xiaomi TV A2 43 [FHD] Smart HD Dolby Audio� Android TV� Google Play Netflix Disney+,1,2790000,71
70,2023-11-03 07:25:30,2023-11-15 11:14:00,Rinnai Kompor Gas 2 Tungku RI 2 RSP / 2 RSP,1,1859300,70
69,2023-11-03 07:25:30,2023-11-15 11:14:00,Rinnai Kompor Gas 1 Tungku RI 301S / 301S,1,220900,69
68,2023-11-03 07:25:30,2023-11-15 11:13:59,Rinnai Sparepart Burner Head Tornado Kompor Seri 5/6/7,1,87100,68
67,2023-11-03 07:25:30,2023-11-15 11:13:59,Rinnai Kompor Gas 1 Tungku RI TL 289 / TL289,1,696000,67
66,2023-11-03 07:25:30,2023-11-15 11:13:59,Rinnai Kompor Gas 3 Tungku RI 524 E,1,874700,66
65,2023-11-03 07:25:30,2023-11-15 11:13:59,GM Bear Alat Pemanggang Daging Hotpot Elektrik (2 in 1) 1247 - Denki BBQ Grill Pan Steamboat Electric,1,34900,65
64,2023-11-03 07:25:30,2023-11-15 11:13:59,GM Bear Organizer Rak Multifungsi P0177 - Organizer Storage Shelves Space Efficient Drawer,1,124500,64
63,2023-11-03 07:25:30,2023-11-15 11:13:59,GM Bear Wajan 16cm 1072 - Fry Pan Penggorengan Mini,1,34900,63
62,2023-11-03 07:25:30,2023-11-15 11:13:59,GM Bear Spatula Set isi 6psc 1073 - Utensil Spatula Sutil Set,1,26010,62
61,2023-11-03 07:25:30,2023-11-15 11:13:59,GM Bear Panci Listrik Fry Pan Electric (2in1) 1692 - Panci Penggorengan Keramik Elektrik Free Steamer,1,99000,61
60,2023-11-03 07:25:30,2023-11-15 11:13:59,Teamgroup SSD TEAM MP33 256GB M.2 NVMe (1800MB/s),1,297000,60
59,2023-11-03 07:25:30,2023-11-15 11:13:58,Teamgroup Elite Plus Memory DDR4 4GB PC 2666Mhz ( 21300 ) Black,1,240000,59
58,2023-11-03 07:25:30,2023-11-15 11:13:58,TEAMGROUP SSD 2.5 GX2 128GB Grey,1,220000,58
94,2023-11-03 07:25:29,2023-11-15 11:14:03,SANDISK FLASHDISK 128GB / USB FLASH 128GB / SANDISK BLADE CZ50 128GB,1,124500,94
93,2023-11-03 07:25:29,2023-11-15 11:14:03,SANDISK SSD PLUS Solid 240GB SPEED UP/TO 530MB/S,1,541500,93
92,2023-11-03 07:25:29,2023-11-15 11:14:03,SANDISK Max Endurance 128GB 100MB/s MicroSDXC - 4K Ultra HD,1,541500,92
91,2023-11-03 07:25:29,2023-11-15 11:14:03,SANDISK CZ50 Cruzer Blade USB 2.0 - 8 GB,1,38500,91
90,2023-11-03 07:25:29,2023-11-15 11:14:03,ROBOT Stand Holder Laptop Portable Lipat Anti Slip Kompatibel dengan Semua Jenis Laptop dan Tablet RT-LS03 Original,1,45900,90
89,2023-11-03 07:25:29,2023-11-15 11:14:02,ROBOT TWS Wireless Earphone Airbuds T30 PLUS Original BT 5.3 Original Garansi 1 Tahun,1,134900,89
88,2023-11-03 07:25:29,2023-11-15 11:14:02,ROBOT Portable Mini Wireless Set Combo Keyboard and Mouse KM3100 Original Garansi 1 Tahun,1,151900,88
87,2023-11-03 07:25:29,2023-11-15 11:14:02,Mouse Wireless ROBOT M205 2.4G 1600DPI Receiver USB untuk PC Laptop-Garansi Resmi 1 Tahun,1,89900,87
86,2023-11-03 07:25:29,2023-11-15 11:14:02,ROBOT - Mousepad Anti Slip RP05 Gaming Polos Hitam Murah Rubber Original,1,14900,86
85,2023-11-03 07:25:29,2023-11-15 11:14:02,Erigo Jogger Pants Jessie Black,1,149000,85
84,2023-11-03 07:25:29,2023-11-15 11:14:02,Erigo Chino Pants Beryl Emerald Unisex,1,149000,84
83,2023-11-03 07:25:29,2023-11-15 11:14:02,Erigo T-Shirt Kuina Navy Unisex,1,250000,83
82,2023-11-03 07:25:29,2023-11-15 11:14:02,Erigo Coach Jacket Fujinkai Black Unisex,1,155000,82
81,2023-11-03 07:25:29,2023-11-15 11:14:02,Chino Pants Erigo,1,129000,81
80,2023-11-03 07:25:29,2023-11-15 11:14:01,BARDI Dual Smart Plug,1,230000,80
79,2023-11-03 07:25:29,2023-11-15 11:14:01,BARDI Bundling Smart IP Camera CCTV Outdoor PTZ + Micro SD,1,15000,79
78,2023-11-03 07:25:29,2023-11-15 11:14:01,BARDI Smart UNIVERSAL IR REMOTE 12M Wifi Wireless IoT For Home Automation,1,135000,78
77,2023-11-03 07:25:29,2023-11-15 11:14:01,BARDI Smart LIGHT BULB RGBWW 12W Wifi Wireless IoT - Home Automation (Lampu Tidur Kekinian),1,120000,77
76,2023-11-03 07:25:29,2023-11-15 11:14:01,BARDI Smart Indoor PTZ IP Camera CCTV Wifi IoT Home Automation + Micro SD,1,108000,76
75,2023-11-03 07:25:29,2023-11-15 11:14:01,"Xiaomi POCO M5 (4/64GB) | (4/128GB) Helio G99 50MP AI Triple Kamera Layar 90Hz FHD+ 6,58” 5000mAh NFC",1,1599000,75
74,2023-11-03 07:25:29,2023-11-15 11:14:00,"Xiaomi TV Box S (2nd Gen) 4K Ultra HD Streaming Media Player, Google TV Box with 2GB RAM 8GB ROM, 2.4G/5G Dual WiFi, Bluetooth 5.2 & Dolby Audio and DTS-HD, Dolby Vision, HDR10+",1,1044802,74
73,2023-11-03 07:25:29,2023-11-15 11:14:00,Xiaomi POCO X5 Pro 5G (6GB/128GB) | (8GB/256GB) Snapdragon 778G 5G 120Hz AMOLED 67W 108MP NFC,1,3819000,73
109,2023-11-03 07:25:28,2023-11-15 11:14:05,Rinnai Kompor Gas 1 Tungku RI 301S / 301S,1,220900,109
108,2023-11-03 07:25:28,2023-11-15 11:14:04,Rinnai Sparepart Burner Head Tornado Kompor Seri 5/6/7,1,87100,108
107,2023-11-03 07:25:28,2023-11-15 11:14:04,Rinnai Kompor Gas 1 Tungku RI TL 289 / TL289,1,696000,107
106,2023-11-03 07:25:28,2023-11-15 11:14:04,Rinnai Kompor Gas 3 Tungku RI 524 E,1,874700,106
105,2023-11-03 07:25:28,2023-11-15 11:14:04,GM Bear Alat Pemanggang Daging Hotpot Elektrik (2 in 1) 1247 - Denki BBQ Grill Pan Steamboat Electric,1,34900,105
104,2023-11-03 07:25:28,2023-11-15 11:14:04,GM Bear Organizer Rak Multifungsi P0177 - Organizer Storage Shelves Space Efficient Drawer,1,124500,104
103,2023-11-03 07:25:28,2023-11-15 11:14:04,GM Bear Wajan 16cm 1072 - Fry Pan Penggorengan Mini,1,34900,103
102,2023-11-03 07:25:28,2023-11-15 11:14:04,GM Bear Spatula Set isi 6psc 1073 - Utensil Spatula Sutil Set,1,26010,102
101,2023-11-03 07:25:28,2023-11-15 11:14:04,GM Bear Panci Listrik Fry Pan Electric (2in1) 1692 - Panci Penggorengan Keramik Elektrik Free Steamer,1,99000,101
100,2023-11-03 07:25:28,2023-11-15 11:14:04,Teamgroup SSD TEAM MP33 256GB M.2 NVMe (1800MB/s),1,297000,100
99,2023-11-03 07:25:28,2023-11-15 11:14:04,Teamgroup Elite Plus Memory DDR4 4GB PC 2666Mhz ( 21300 ) Black,1,240000,99
98,2023-11-03 07:25:28,2023-11-15 11:14:03,TEAMGROUP SSD 2.5 GX2 128GB Grey,1,220000,98
97,2023-11-03 07:25:28,2023-11-15 11:14:03,TEAMGROUP SSD 2.5 CX2 Series 256GB Sata3,1,285000,97
96,2023-11-03 07:25:28,2023-11-15 11:14:03,TEAMGROUP SSD M2 SATA 2280 MS30 2TB ( 2000GB ),1,3020000,96
95,2023-11-03 07:25:28,2023-11-15 11:14:03,SANDISK Ultra Micro SDXC UHS I A1 140Mbps 128GB Micro Sd Card Class 10 - QUAB,1,178000,95
122,2023-11-03 07:25:27,2023-11-15 11:14:06,Erigo Coach Jacket Fujinkai Black Unisex,1,155000,122
121,2023-11-03 07:25:27,2023-11-15 11:14:06,Chino Pants Erigo,1,129000,121
120,2023-11-03 07:25:27,2023-11-15 11:14:06,BARDI Dual Smart Plug,1,230000,120
119,2023-11-03 07:25:27,2023-11-15 11:14:06,BARDI Bundling Smart IP Camera CCTV Outdoor PTZ + Micro SD,1,15000,119
118,2023-11-03 07:25:27,2023-11-15 11:14:06,BARDI Smart UNIVERSAL IR REMOTE 12M Wifi Wireless IoT For Home Automation,1,135000,118
117,2023-11-03 07:25:27,2023-11-15 11:14:06,BARDI Smart LIGHT BULB RGBWW 12W Wifi Wireless IoT - Home Automation (Lampu Tidur Kekinian),1,120000,117
116,2023-11-03 07:25:27,2023-11-15 11:14:06,BARDI Smart Indoor PTZ IP Camera CCTV Wifi IoT Home Automation + Micro SD,1,108000,116
115,2023-11-03 07:25:27,2023-11-15 11:14:06,"Xiaomi POCO M5 (4/64GB) | (4/128GB) Helio G99 50MP AI Triple Kamera Layar 90Hz FHD+ 6,58” 5000mAh NFC",1,1599000,115
114,2023-11-03 07:25:27,2023-11-15 11:14:05,"Xiaomi TV Box S (2nd Gen) 4K Ultra HD Streaming Media Player, Google TV Box with 2GB RAM 8GB ROM, 2.4G/5G Dual WiFi, Bluetooth 5.2 & Dolby Audio and DTS-HD, Dolby Vision, HDR10+",1,1044802,114
113,2023-11-03 07:25:27,2023-11-15 11:14:05,Xiaomi POCO X5 Pro 5G (6GB/128GB) | (8GB/256GB) Snapdragon 778G 5G 120Hz AMOLED 67W 108MP NFC,1,3819000,113
112,2023-11-03 07:25:27,2023-11-15 11:14:05,Xiaomi Redmi Buds 4 Active - Bluetooth® 5.3 IPX4 Baterai Hingga 28 Jam Koneksi Mudah,1,249000,112
111,2023-11-03 07:25:27,2023-11-15 11:14:05,Xiaomi TV A2 43 [FHD] Smart HD Dolby Audio� Android TV� Google Play Netflix Disney+,1,2790000,111
110,2023-11-03 07:25:27,2023-11-15 11:14:05,Rinnai Kompor Gas 2 Tungku RI 2 RSP / 2 RSP,1,1859300,110
133,2023-11-03 07:25:26,2023-11-15 11:14:07,SANDISK SSD PLUS Solid 240GB SPEED UP/TO 530MB/S,1,541500,133
132,2023-11-03 07:25:26,2023-11-15 11:14:07,SANDISK Max Endurance 128GB 100MB/s MicroSDXC - 4K Ultra HD,1,541500,132
131,2023-11-03 07:25:26,2023-11-15 11:14:07,SANDISK CZ50 Cruzer Blade USB 2.0 - 8 GB,1,38500,131
130,2023-11-03 07:25:26,2023-11-15 11:14:07,ROBOT Stand Holder Laptop Portable Lipat Anti Slip Kompatibel dengan Semua Jenis Laptop dan Tablet RT-LS03 Original,1,45900,130
129,2023-11-03 07:25:26,2023-11-15 11:14:07,ROBOT TWS Wireless Earphone Airbuds T30 PLUS Original BT 5.3 Original Garansi 1 Tahun,1,134900,129
128,2023-11-03 07:25:26,2023-11-15 11:14:07,ROBOT Portable Mini Wireless Set Combo Keyboard and Mouse KM3100 Original Garansi 1 Tahun,1,151900,128
127,2023-11-03 07:25:26,2023-11-15 11:14:07,Mouse Wireless ROBOT M205 2.4G 1600DPI Receiver USB untuk PC Laptop-Garansi Resmi 1 Tahun,1,89900,127
126,2023-11-03 07:25:26,2023-11-15 11:14:07,ROBOT - Mousepad Anti Slip RP05 Gaming Polos Hitam Murah Rubber Original,1,14900,126
125,2023-11-03 07:25:26,2023-11-15 11:14:06,Erigo Jogger Pants Jessie Black,1,149000,125
124,2023-11-03 07:25:26,2023-11-15 11:14:06,Erigo Chino Pants Beryl Emerald Unisex,1,149000,124
123,2023-11-03 07:25:26,2023-11-15 11:14:06,Erigo T-Shirt Kuina Navy Unisex,1,250000,123
143,2023-11-03 07:25:25,2023-11-15 11:14:09,GM Bear Wajan 16cm 1072 - Fry Pan Penggorengan Mini,1,34900,143
142,2023-11-03 07:25:25,2023-11-15 11:14:09,GM Bear Spatula Set isi 6psc 1073 - Utensil Spatula Sutil Set,1,26010,142
141,2023-11-03 07:25:25,2023-11-15 11:14:09,GM Bear Panci Listrik Fry Pan Electric (2in1) 1692 - Panci Penggorengan Keramik Elektrik Free Steamer,1,99000,141
140,2023-11-03 07:25:25,2023-11-15 11:14:09,Teamgroup SSD TEAM MP33 256GB M.2 NVMe (1800MB/s),1,297000,140
139,2023-11-03 07:25:25,2023-11-15 11:14:08,Teamgroup Elite Plus Memory DDR4 4GB PC 2666Mhz ( 21300 ) Black,1,240000,139
138,2023-11-03 07:25:25,2023-11-15 11:14:08,TEAMGROUP SSD 2.5 GX2 128GB Grey,1,220000,138
137,2023-11-03 07:25:25,2023-11-15 11:14:08,TEAMGROUP SSD 2.5 CX2 Series 256GB Sata3,1,285000,137
136,2023-11-03 07:25:25,2023-11-15 11:14:08,TEAMGROUP SSD M2 SATA 2280 MS30 2TB ( 2000GB ),1,3020000,136
135,2023-11-03 07:25:25,2023-11-15 11:14:08,SANDISK Ultra Micro SDXC UHS I A1 140Mbps 128GB Micro Sd Card Class 10 - QUAB,1,178000,135
134,2023-11-03 07:25:25,2023-11-15 11:14:07,SANDISK FLASHDISK 128GB / USB FLASH 128GB / SANDISK BLADE CZ50 128GB,1,124500,134
144,2023-11-03 07:25:24,2023-11-15 11:14:09,GM Bear Organizer Rak Multifungsi P0177 - Organizer Storage Shelves Space Efficient Drawer,1,124500,144
156,2023-11-03 07:25:23,2023-11-15 11:14:10,BARDI Smart Indoor PTZ IP Camera CCTV Wifi IoT Home Automation + Micro SD,1,108000,156
155,2023-11-03 07:25:23,2023-11-15 11:14:10,"Xiaomi POCO M5 (4/64GB) | (4/128GB) Helio G99 50MP AI Triple Kamera Layar 90Hz FHD+ 6,58” 5000mAh NFC",1,1599000,155
154,2023-11-03 07:25:23,2023-11-15 11:14:10,"Xiaomi TV Box S (2nd Gen) 4K Ultra HD Streaming Media Player, Google TV Box with 2GB RAM 8GB ROM, 2.4G/5G Dual WiFi, Bluetooth 5.2 & Dolby Audio and DTS-HD, Dolby Vision, HDR10+",1,1044802,154
153,2023-11-03 07:25:23,2023-11-15 11:14:10,Xiaomi POCO X5 Pro 5G (6GB/128GB) | (8GB/256GB) Snapdragon 778G 5G 120Hz AMOLED 67W 108MP NFC,1,3819000,153
152,2023-11-03 07:25:23,2023-11-15 11:14:10,Xiaomi Redmi Buds 4 Active - Bluetooth® 5.3 IPX4 Baterai Hingga 28 Jam Koneksi Mudah,1,249000,152
151,2023-11-03 07:25:23,2023-11-15 11:14:10,Xiaomi TV A2 43 [FHD] Smart HD Dolby Audio� Android TV� Google Play Netflix Disney+,1,2790000,151
150,2023-11-03 07:25:23,2023-11-15 11:14:10,Rinnai Kompor Gas 2 Tungku RI 2 RSP / 2 RSP,1,1859300,150
149,2023-11-03 07:25:23,2023-11-15 11:14:10,Rinnai Kompor Gas 1 Tungku RI 301S / 301S,1,220900,149
148,2023-11-03 07:25:23,2023-11-15 11:14:10,Rinnai Sparepart Burner Head Tornado Kompor Seri 5/6/7,1,87100,148
147,2023-11-03 07:25:23,2023-11-15 11:14:10,Rinnai Kompor Gas 1 Tungku RI TL 289 / TL289,1,696000,147
146,2023-11-03 07:25:23,2023-11-15 11:14:09,Rinnai Kompor Gas 3 Tungku RI 524 E,1,874700,146
145,2023-11-03 07:25:23,2023-11-15 11:14:09,GM Bear Alat Pemanggang Daging Hotpot Elektrik (2 in 1) 1247 - Denki BBQ Grill Pan Steamboat Electric,1,34900,145
162,2023-11-03 07:25:22,2023-11-15 11:14:11,Erigo Coach Jacket Fujinkai Black Unisex,1,155000,162
161,2023-11-03 07:25:22,2023-11-15 11:14:11,Chino Pants Erigo,1,129000,161
160,2023-11-03 07:25:22,2023-11-15 11:14:11,BARDI Dual Smart Plug,1,230000,160
159,2023-11-03 07:25:22,2023-11-15 11:14:11,BARDI Bundling Smart IP Camera CCTV Outdoor PTZ + Micro SD,1,15000,159
158,2023-11-03 07:25:22,2023-11-15 11:14:11,BARDI Smart UNIVERSAL IR REMOTE 12M Wifi Wireless IoT For Home Automation,1,135000,158
157,2023-11-03 07:25:22,2023-11-15 11:14:11,BARDI Smart LIGHT BULB RGBWW 12W Wifi Wireless IoT - Home Automation (Lampu Tidur Kekinian),1,120000,157
171,2023-11-03 07:25:21,2023-11-15 11:14:12,SANDISK CZ50 Cruzer Blade USB 2.0 - 8 GB,1,38500,171
170,2023-11-03 07:25:21,2023-11-15 11:14:12,ROBOT Stand Holder Laptop Portable Lipat Anti Slip Kompatibel dengan Semua Jenis Laptop dan Tablet RT-LS03 Original,1,45900,170
169,2023-11-03 07:25:21,2023-11-15 11:14:12,ROBOT TWS Wireless Earphone Airbuds T30 PLUS Original BT 5.3 Original Garansi 1 Tahun,1,134900,169
168,2023-11-03 07:25:21,2023-11-15 11:14:12,ROBOT Portable Mini Wireless Set Combo Keyboard and Mouse KM3100 Original Garansi 1 Tahun,1,151900,168
167,2023-11-03 07:25:21,2023-11-15 11:14:12,Mouse Wireless ROBOT M205 2.4G 1600DPI Receiver USB untuk PC Laptop-Garansi Resmi 1 Tahun,1,89900,167
166,2023-11-03 07:25:21,2023-11-15 11:14:12,ROBOT - Mousepad Anti Slip RP05 Gaming Polos Hitam Murah Rubber Original,1,14900,166
165,2023-11-03 07:25:21,2023-11-15 11:14:12,Erigo Jogger Pants Jessie Black,1,149000,165
164,2023-11-03 07:25:21,2023-11-15 11:14:12,Erigo Chino Pants Beryl Emerald Unisex,1,149000,164
163,2023-11-03 07:25:21,2023-11-15 11:14:12,Erigo T-Shirt Kuina Navy Unisex,1,250000,163
177,2023-11-03 07:25:20,2023-11-15 11:14:13,TEAMGROUP SSD 2.5 CX2 Series 256GB Sata3,1,285000,177
176,2023-11-03 07:25:20,2023-11-15 11:14:12,TEAMGROUP SSD M2 SATA 2280 MS30 2TB ( 2000GB ),1,3020000,176
175,2023-11-03 07:25:20,2023-11-15 11:14:12,SANDISK Ultra Micro SDXC UHS I A1 140Mbps 128GB Micro Sd Card Class 10 - QUAB,1,178000,175
174,2023-11-03 07:25:20,2023-11-15 11:14:12,SANDISK FLASHDISK 128GB / USB FLASH 128GB / SANDISK BLADE CZ50 128GB,1,124500,174
173,2023-11-03 07:25:20,2023-11-15 11:14:12,SANDISK SSD PLUS Solid 240GB SPEED UP/TO 530MB/S,1,541500,173
172,2023-11-03 07:25:20,2023-11-15 11:14:12,SANDISK Max Endurance 128GB 100MB/s MicroSDXC - 4K Ultra HD,1,541500,172
188,2023-11-03 07:25:19,2023-11-15 11:14:14,Rinnai Sparepart Burner Head Tornado Kompor Seri 5/6/7,1,87100,188
